original_entry_id,original_label,original_destination,feature_code,canonical_route_id,module,category,task,owner,access_policy,availability,unavailable_reason,screen_pattern,primary_action,normal_viewport_expectation,constrained_viewport_expectation,implementation_status,navigation_result,search_result,state_result,visual_result,keyboard_result,installed_result,evidence,open_issue
control:192,PDF,OperationsWorkspaceView,,scheduler,Settings,Integrations,Scheduler,OperationsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,PDF,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:193,Schedule change reason,OperationsWorkspaceView,,scheduler,Settings,Integrations,Scheduler,OperationsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Schedule change reason,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:194,Update selected schedule,OperationsWorkspaceView,,scheduler,Settings,Integrations,Scheduler,OperationsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Update selected schedule,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:195,Recent unattended operations,OperationsWorkspaceView,,scheduler,Settings,Integrations,Scheduler,OperationsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Recent unattended operations,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:196,Run database backup now,OperationsWorkspaceView,,backups,Settings,Database & Recovery,Backups,OperationsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Run database backup now,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:197,Run isolated database recovery drill,OperationsWorkspaceView,,recovery,Settings,Database & Recovery,Restore & Recovery Drill,OperationsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Run isolated database recovery drill,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:198,Create privacy-safe support package,OperationsWorkspaceView,,support-package,Settings,Database & Recovery,Support Package,OperationsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Create privacy-safe support package,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:199,Global investigation search,InvestigationApprovalsWorkspaceView,,investigation,Exceptions,Review,Investigation,InvestigationApprovalsWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Global investigation search,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:200,Search,InvestigationApprovalsWorkspaceView,,investigation,Exceptions,Review,Investigation,InvestigationApprovalsWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Search,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:201,Refresh approvals,InvestigationApprovalsWorkspaceView,,investigation,Exceptions,Review,Investigation,InvestigationApprovalsWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Refresh approvals,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:202,Global investigation results,InvestigationApprovalsWorkspaceView,,investigation,Exceptions,Review,Investigation,InvestigationApprovalsWorkspaceView,1,ACTIVE,,Retained focused control or documented replacement,Global investigation results,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:203,Adjustment store,InvestigationApprovalsWorkspaceView,,adjustment,Exceptions,Review,Adjustment Request,InvestigationApprovalsWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Adjustment store,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:204,Adjustment business date,InvestigationApprovalsWorkspaceView,,adjustment,Exceptions,Review,Adjustment Request,InvestigationApprovalsWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Adjustment business date,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:205,Adjustment type,InvestigationApprovalsWorkspaceView,,adjustment,Exceptions,Review,Adjustment Request,InvestigationApprovalsWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Adjustment type,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:206,Signed adjustment amount,InvestigationApprovalsWorkspaceView,,adjustment,Exceptions,Review,Adjustment Request,InvestigationApprovalsWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Signed adjustment amount,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:207,Adjustment reason,InvestigationApprovalsWorkspaceView,,adjustment,Exceptions,Review,Adjustment Request,InvestigationApprovalsWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Adjustment reason,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:208,Submit for approval,InvestigationApprovalsWorkspaceView,,adjustment,Exceptions,Review,Adjustment Request,InvestigationApprovalsWorkspaceView,2,ACTIVE,,Retained focused control or documented replacement,Submit for approval,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:209,Pending approvals,InvestigationApprovalsWorkspaceView,,approval-centre,Approvals,Review,Approval Centre,InvestigationApprovalsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Pending approvals,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:210,Approval decision reason,InvestigationApprovalsWorkspaceView,,approval-centre,Approvals,Review,Approval Centre,InvestigationApprovalsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Approval decision reason,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:211,Approve selected,InvestigationApprovalsWorkspaceView,,approval-centre,Approvals,Review,Approval Centre,InvestigationApprovalsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Approve selected,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:212,Reject selected,InvestigationApprovalsWorkspaceView,,approval-centre,Approvals,Review,Approval Centre,InvestigationApprovalsWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Reject selected,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
control:213,Master data type,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Master data type,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:214,Master code,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Master code,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:215,Master display name,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Master display name,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:216,Master approval status,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Master approval status,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:217,Active,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Active,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:218,Master change reason,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Master change reason,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:219,Save master,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Save master,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:220,Controlled master values,AdministrationWorkspaceView,,stores,Settings,Stores & Masters,Stores,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Controlled master values,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:221,Windows user identity,AdministrationWorkspaceView,,users,Settings,Users & Access,Users & Roles,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Windows user identity,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:222,User display name,AdministrationWorkspaceView,,users,Settings,Users & Access,Users & Roles,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,User display name,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:223,Application role,AdministrationWorkspaceView,,users,Settings,Users & Access,Users & Roles,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Application role,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:224,Active,AdministrationWorkspaceView,,users,Settings,Users & Access,Users & Roles,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,Active,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
control:225,User access change reason,AdministrationWorkspaceView,,users,Settings,Users & Access,Users & Roles,AdministrationWorkspaceView,3,ACTIVE,,Retained focused control or documented replacement,User access change reason,Focused control or labelled subordinate tab/action,Bounded content; visible primary task action,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
