"FunctionId","Kind","Function","Active","ReviewStatus","StaticReview","AutomatedBehavior","RenderCoverage","ObservedInteraction","SourceReference","CurrentEvidence","AssignedEvidenceLayers","RemainingVerification","DeferredReason"
"operation:idailyreportpackgenerator-1:generateasync","Application operation","IDailyReportPackGenerator`1.GenerateAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyreportpackgenerator-1:generatecombinedasync","Application operation","IDailyReportPackGenerator`1.GenerateCombinedAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowcommands:finaliseasync","Application operation","IDailyWorkflowCommands.FinaliseAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:158","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowcommands:reopenasync","Application operation","IDailyWorkflowCommands.ReopenAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:158","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowcommands:savemanualinputasync","Application operation","IDailyWorkflowCommands.SaveManualInputAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:158","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowcommands:savestafftargetasync","Application operation","IDailyWorkflowCommands.SaveStaffTargetAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:158","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowcommands:savestockcountasync","Application operation","IDailyWorkflowCommands.SaveStockCountAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:158","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowquery:loadasync","Application operation","IDailyWorkflowQuery.LoadAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:143","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowquery:loadstafftargetsasync","Application operation","IDailyWorkflowQuery.LoadStaffTargetsAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:143","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idailyworkflowquery:loadstockcountsasync","Application operation","IDailyWorkflowQuery.LoadStockCountsAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DailyWorkflow/DailyWorkflowContracts.cs:143","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-daily-workflow; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idashboardquery:loadasync","Application operation","IDashboardQuery.LoadAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Dashboard/DashboardQuery.cs:47","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-operations; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idatabaselifecycleservice:bootstrapasync","Application operation","IDatabaseLifecycleService.BootstrapAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DatabaseLifecycle/DatabaseLifecycleContracts.cs:29","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-bootstrap; live-sql-backup-restore; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idatabaselifecycleservice:checkhealthasync","Application operation","IDatabaseLifecycleService.CheckHealthAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DatabaseLifecycle/DatabaseLifecycleContracts.cs:29","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-bootstrap; live-sql-backup-restore; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idatabaselifecycleservice:recordauditasync","Application operation","IDatabaseLifecycleService.RecordAuditAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/DatabaseLifecycle/DatabaseLifecycleContracts.cs:29","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-bootstrap; live-sql-backup-restore; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iinvestigationquery:searchasync","Application operation","IInvestigationQuery.SearchAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Distribution/DistributionContracts.cs:11","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","dotnet-tests; external-email-client-gate; external-user-acceptance","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ireportdistributionservice-1:createpackageasync","Application operation","IReportDistributionService`1.CreatePackageAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","dotnet-tests; external-email-client-gate; external-user-acceptance","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ireportdistributionservice-1:recordattemptasync","Application operation","IReportDistributionService`1.RecordAttemptAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","dotnet-tests; external-email-client-gate; external-user-acceptance","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ireportdistributionservice-1:validateemailattachmentasync","Application operation","IReportDistributionService`1.ValidateEmailAttachmentAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","dotnet-tests; external-email-client-gate; external-user-acceptance","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iimportpersistenceusecase-1:existsbyhashasync","Application operation","IImportPersistenceUseCase`1.ExistsByHashAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","offline-import-smoke; live-sql-import; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iimportpersistenceusecase-1:findcurrentimportfileidasync","Application operation","IImportPersistenceUseCase`1.FindCurrentImportFileIdAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","offline-import-smoke; live-sql-import; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iimportpersistenceusecase-1:loadoutcomebyhashasync","Application operation","IImportPersistenceUseCase`1.LoadOutcomeByHashAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","offline-import-smoke; live-sql-import; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iimportpersistenceusecase-1:persistasync","Application operation","IImportPersistenceUseCase`1.PersistAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application; tools/Etp.Reporting.FunctionAudit/Program.cs","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","offline-import-smoke; live-sql-import; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iadministrationservice:loadasync","Application operation","IAdministrationService.LoadAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:220","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iadministrationservice:savemasterasync","Application operation","IAdministrationService.SaveMasterAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:220","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iadministrationservice:saveproductconfigurationasync","Application operation","IAdministrationService.SaveProductConfigurationAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:220","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:iadministrationservice:saveuserasync","Application operation","IAdministrationService.SaveUserAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:220","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:decideapprovalasync","Application operation","IOperationsAdministrationService.DecideApprovalAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:loadapprovalsasync","Application operation","IOperationsAdministrationService.LoadApprovalsAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:loaddashboardasync","Application operation","IOperationsAdministrationService.LoadDashboardAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:runautomationonceasync","Application operation","IOperationsAdministrationService.RunAutomationOnceAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:savescheduleasync","Application operation","IOperationsAdministrationService.SaveScheduleAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:savewatchfoldersasync","Application operation","IOperationsAdministrationService.SaveWatchFoldersAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:submitadjustmentasync","Application operation","IOperationsAdministrationService.SubmitAdjustmentAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:ioperationsadministrationservice:updateissueasync","Application operation","IOperationsAdministrationService.UpdateIssueAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/OperationsAdministration/OperationsAdministrationContracts.cs:129","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-administration; live-sql-automation; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idigitalregisterservice:loadasync","Application operation","IDigitalRegisterService.LoadAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Registers/DigitalRegisters.cs:36","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","ui-all-workspaces; dotnet-tests; external-user-acceptance","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:idigitalregisterservice:saveasync","Application operation","IDigitalRegisterService.SaveAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Registers/DigitalRegisters.cs:36","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","ui-all-workspaces; dotnet-tests; external-user-acceptance","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:icontrolledreportquery:loadstockmovementsasync","Application operation","IControlledReportQuery.LoadStockMovementsAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Reports/ReportQueryContracts.cs:37","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-reporting; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:icontrolledreportquery:runsalessummaryasync","Application operation","IControlledReportQuery.RunSalesSummaryAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Reports/ReportQueryContracts.cs:37","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-reporting; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:icontrolledreportquery:runstockreconciliationasync","Application operation","IControlledReportQuery.RunStockReconciliationAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Reports/ReportQueryContracts.cs:37","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-reporting; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:icontrolledreportquery:runtenderreconciliationasync","Application operation","IControlledReportQuery.RunTenderReconciliationAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Reports/ReportQueryContracts.cs:37","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-reporting; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
"operation:imanagementtrendquery:loadasync","Application operation","IManagementTrendQuery.LoadAsync","True","INVENTORIED_UNVERIFIED","INVENTORY_ONLY","NOT_VERIFIED_PER_FUNCTION","NOT_RUN_CURRENT_SOURCE","NOT_RUN","src/Etp.Reporting.Application/Reports/ReportQueryContracts.cs:59","Compiled inventory: verification/review-2026-09-11/verified/function-coverage.json; integrated audit 2026-09-11T13:57:45Z to 13:58:55Z PASS; aggregate suite is not per-function verification","live-sql-reporting; dotnet-tests","Function-specific assertions; complete workflow interactions; applicable normal/empty/invalid/loading/failed/restricted/locked states; store/date switch; repeated action; cancellation; navigation",""
